x,y
-1.6421161657572603,-0.2746987293863147
-1.689371013243038,-4.018391953655846
1.8167993727266256,-1.7886324791505714
0.1149350455952878,5.470947577831993
1.919732960591155,-2.2839038991543457
3.2782799839175967,5.853495397697759
-1.258414900310989,5.284365735218141
0.1722364095464383,-5.70035600470093
0.613617850200376,3.481518517062665
0.17453254981561292,-0.08287591396473659
-0.859442311081488,0.4520564830387065
0.5632697518213806,-2.3010305254352095
-1.951092321335082,2.4941300687810926
-0.25193648927650264,-6.489069601373756
-4.003474977624479,2.5071851060852905
-1.2103448907095937,-10.922136884500661
-4.016278642449267,2.058355458211994
-2.0933106760284503,-11.037850091877809
-1.7919785370111079,0.3090961614327775
0.7249612855490172,-4.565599247919194
-3.7293738135034196,3.8821486975617128
0.26492010217761686,-11.034297813756403
1.1524834450083876,6.4151556791032185
-1.4695887870392452,-0.30171255580387674
-2.0314995954344095,-3.780263858805693
-3.8202197920807057,-3.519550544066557
-1.5471916728176818,-7.690072178086971
1.7953933579350738,0.32205354774918016
1.9084847335002817,4.349718140031981
-4.350799675237695,2.352727346969649
0.032037783769465984,-12.121936400421998
1.8882705709671448,5.555526024753421
1.2145555629764557,1.7687754435298135
-0.20988977311297652,2.118703584767577
-0.20102854385343247,-1.6494945362171123
1.938254319219049,0.20984352225642866
4.659570131241542,4.652005628154537
-1.559815354394951,9.272480518920306
-0.7937497175704651,-8.727925569136323
-0.7922668258087634,2.2587757809942905
1.5909471421631058,-3.164912849893152
0.9085932340369698,5.6639139185841
-1.9827275851310655,-0.6558027299837447
-1.9645225472504617,-4.276789539193825
0.8702084227026812,-2.7169564490900147
-1.2330936558439516,3.1733479897469072
-0.8160805701382736,-4.938985955706927
1.0473120746568398,0.639634213809298
-0.5533755889575213,2.2000620400792306
0.8291238886702195,-2.7584439550866136
-1.5418287062375673,3.434081764792855
-0.7412258626105829,-5.587457174697292
-0.4229869093828205,0.8289093775557352
2.9130578498695843,-1.573335332162999
-1.6487046372260499,8.151772695560968
-1.0958049986818246,-8.329050105365846
1.9596503564075578,1.7158963585626803
1.102384395940093,4.067623969514949
5.548856084552192,0.6139637217110983
0.5210753933954797,13.596058954840322
0.2443775400203747,-5.468452434865987
1.295797632348803,3.4457273625139773
-1.764517295839221,1.9257425176741592
-1.7101469806531582,-5.163538617173491
-1.284953378910361,-1.4808649066273514
-0.6758705476007477,-2.3581172728581548
2.555959693745664,-0.06428048650951762
0.7436711875361997,6.169538244466796
1.8854327061185852,-1.2155782628803176
-0.9236219765015007,5.168063392384928
-1.7438983646306017,-5.017041877370467
0.20458825264847094,-1.8374714947235704
2.7190954655064887,1.3059553206318517
-0.44868193171335785,6.0000345298060935
-1.9244056897072308,-3.9796077048617207
-1.9705546325919308,-2.5427526963692153
0.2262189952027531,-3.6621104966135065
-1.5306143247769115,2.511238092923636
0.31465537420261874,-5.369886357075412
-2.4936714169351535,3.3535636945582756
-3.3284946620825617,-7.513357080532115
-0.9334660383830552,-4.595153346552284
-0.9978932512991358,0.08416374095729036
6.602487735405997,-2.5552531963530365
0.09698807693912942,17.71740854350903
-3.7714801983707704,-8.800263801252303
-0.6063698501423336,-5.07163556699466
-1.9086690620749573,0.7807625646166699
-0.6322126453362914,-5.423002467522667
-2.085091265412712,1.2836517060125505
2.2774608837850057,-5.940728701998468
-0.029803297496621306,8.576822968183356
1.9841562951252099,-4.343816719061766
2.253575242152444,7.145548575541861
0.4359085914394167,1.9033010444217484
-1.04099342766806,0.1854569573379112
0.460813577146797,-2.6456073386445813
-1.8419013692267958,2.5475518450721086
-0.5547615464341381,-5.896673724775736
-3.958984685905855,1.6219397153311945
2.12459032248197,-10.584633253174465
2.8726166844870376,10.370225125530206
0.1296429223745477,2.067886504850104
-2.2883538142329214,-0.8823389663619459
2.333586498761398,-5.147481414113243
-1.3108902370360007,8.190613467704624
0.36508300368805674,-7.4232830632932565
0.6066902424213689,4.285119226065749
-0.16370358613218744,-0.4309293383139108
-0.23235800347753657,-0.04307146777706272
-3.1838749376486692,-0.33613677295454325
2.6064537269064934,-7.67607710355675
4.052171787242046,10.510415119414283
-0.21192785854810953,4.735283605579279
3.396020759087853,-2.9445477713606785
-2.1989725525892077,10.06886911640741
-0.8625666387627188,-10.97294351727131
2.1873763722912085,3.3941970382925275
-0.734739917300763,3.467090190874145
-0.02627443958084161,-3.5240806692284217
-3.95743698560669,1.936797429641736
-1.5295405555284531,-10.861421190126398
-0.09750967183637109,1.6899398314236476
1.2499337179779282,-1.2235354966653609
3.8021999866443763,3.631090001595983
-1.1238923117950301,7.824113500269174
-1.060079252405568,-6.7665244716444946
-1.4798657416279872,1.0039887271967665
0.7465010703262481,-4.577900613884041
